id,genre,lead_actor_tier,writer_experience,channel,episodes,budget_billion_won,release_quarter,timeslot,is_remake,lead_actor_age,avg_rating
6942,판타지,1,4,케이블,32,45.1,2,평일심야,0,25,6.5
6943,의학,3,12,지상파,8,93.0,1,주말저녁,1,44,13.62
6944,코미디,3,17,지상파,20,20.4,3,주말저녁,0,22,10.62
6945,법정,2,12,지상파,32,64.3,1,평일심야,0,24,10.31
6946,스릴러,5,16,OTT,12,48.3,3,주말심야,0,26,4.5
6947,사극,4,4,케이블,16,59.3,4,평일심야,0,31,7.96
6948,로맨스,1,24,OTT,12,43.1,2,평일저녁,0,21,12.43
6949,판타지,5,5,지상파,16,22.0,2,평일저녁,0,42,7.58
6950,법정,5,16,지상파,20,36.0,1,평일저녁,0,37,10.57
6951,로맨스,2,27,지상파,20,76.9,1,주말저녁,0,31,12.82
6952,코미디,3,8,OTT,16,8.3,1,주말저녁,0,50,8.43
6953,사극,1,19,지상파,24,50.5,2,주말저녁,0,40,15.19
6954,로맨스,3,12,지상파,32,15.2,1,평일심야,0,28,8.67
6955,로맨스,4,17,지상파,32,31.7,2,평일저녁,0,22,10.87
6956,판타지,3,15,OTT,16,49.4,3,주말저녁,0,43,8.78
6957,법정,3,17,지상파,8,9.5,3,주말저녁,0,38,12.28
6958,스릴러,1,4,케이블,12,47.4,3,평일저녁,1,25,7.27
6959,법정,5,8,케이블,20,32.4,2,평일저녁,0,46,7.25
6960,사극,2,3,지상파,16,32.9,1,평일심야,0,30,10.42
6961,의학,3,30,OTT,8,13.8,2,평일심야,0,35,6.03
6962,코미디,4,3,케이블,32,14.8,4,주말심야,1,36,4.52
6963,코미디,2,13,케이블,20,7.9,3,평일저녁,0,31,7.56
6964,판타지,2,20,지상파,24,38.1,4,평일저녁,0,29,10.94
6965,의학,3,18,지상파,20,14.2,4,평일저녁,0,44,13.84
6966,스릴러,2,27,OTT,16,61.2,4,평일저녁,0,27,6.21
6967,로맨스,5,21,지상파,20,87.4,4,평일저녁,1,26,10.03
6968,스릴러,2,24,지상파,12,41.8,3,주말저녁,0,47,15.61
6969,사극,2,21,케이블,32,32.8,2,주말저녁,0,21,11.6
6970,판타지,3,7,지상파,12,72.0,1,평일심야,1,45,9.46
6971,판타지,3,24,케이블,20,94.2,2,주말심야,0,48,8.97
6972,의학,5,15,케이블,16,70.4,2,평일저녁,0,48,5.57
6973,법정,3,23,지상파,32,96.9,4,평일저녁,1,25,8.55
6974,법정,4,24,케이블,16,78.9,1,평일저녁,0,43,5.12
6975,로맨스,3,8,지상파,16,17.0,4,평일심야,0,41,9.12
6976,판타지,5,21,케이블,12,49.5,1,주말심야,1,40,8.22
6977,사극,5,30,지상파,24,21.9,4,주말심야,0,21,6.37
6978,법정,5,9,지상파,12,20.5,2,평일저녁,0,24,6.49
6979,판타지,4,1,지상파,16,21.7,1,평일저녁,1,32,7.46
6980,법정,3,20,지상파,12,92.3,1,평일저녁,0,26,11.86
6981,코미디,5,27,지상파,20,66.3,4,주말심야,0,48,9.74
6982,의학,4,7,케이블,16,22.4,4,평일심야,0,39,5.22
6983,법정,4,15,케이블,16,31.3,1,평일저녁,1,46,7.77
6984,사극,1,7,케이블,32,51.5,1,주말저녁,1,35,9.56
6985,사극,5,18,지상파,24,35.8,3,평일저녁,0,25,11.17
6986,사극,3,8,지상파,16,43.9,1,평일저녁,1,21,9.56
6987,법정,2,14,지상파,12,11.6,1,평일저녁,0,21,13.64
6988,스릴러,2,13,지상파,32,55.0,3,평일심야,0,23,8.48
6989,사극,4,14,OTT,12,59.4,3,주말저녁,0,38,10.52
6990,의학,1,24,케이블,24,42.5,4,평일저녁,0,34,10.31
6991,코미디,3,21,케이블,16,31.4,4,평일심야,1,20,5.27
6992,사극,2,17,케이블,12,76.6,2,평일저녁,0,30,11.74
6993,코미디,3,30,케이블,16,38.6,2,평일저녁,0,33,7.7
6994,스릴러,2,16,지상파,12,98.9,3,주말저녁,1,42,10.4
6995,스릴러,2,20,케이블,16,56.9,2,평일저녁,0,29,11.76
6996,코미디,2,5,지상파,16,23.9,4,평일저녁,0,39,9.27
6997,사극,2,25,지상파,8,57.0,2,평일저녁,1,22,12.42
6998,코미디,5,27,케이블,16,84.1,4,평일저녁,0,33,6.09
6999,판타지,1,2,케이블,16,89.4,3,주말저녁,0,35,9.31
7000,의학,1,15,지상파,16,73.3,3,평일심야,0,27,12.49
7001,의학,3,14,OTT,12,71.3,2,주말심야,0,31,9.94
7002,의학,4,5,OTT,8,35.0,4,평일저녁,0,25,10.1
7003,의학,5,27,OTT,16,21.8,3,평일저녁,0,27,8.68
7004,로맨스,1,8,지상파,16,98.7,4,주말저녁,1,49,13.53
7005,판타지,4,1,케이블,20,25.9,2,주말저녁,0,44,10.08
7006,스릴러,2,16,케이블,12,80.6,4,평일심야,0,44,10.04
7007,코미디,4,12,OTT,24,11.7,2,평일저녁,0,39,9.27
7008,스릴러,2,2,지상파,8,24.9,3,평일저녁,1,38,6.98
7009,스릴러,2,14,케이블,16,40.3,1,평일심야,0,31,7.41
7010,로맨스,2,1,케이블,16,51.7,2,평일심야,0,42,7.41
7011,법정,4,17,OTT,16,28.1,4,주말심야,0,38,6.25
7012,판타지,3,9,케이블,20,71.7,1,평일저녁,0,46,4.37
7013,스릴러,5,13,OTT,8,57.8,2,주말저녁,0,29,6.69
7014,스릴러,1,20,케이블,24,46.2,2,평일심야,0,40,9.91
7015,스릴러,3,13,OTT,20,65.1,1,평일저녁,0,41,6.67
7016,스릴러,2,21,OTT,16,93.1,2,평일심야,0,46,9.6
7017,코미디,3,29,지상파,16,28.5,3,평일저녁,0,39,11.68
7018,법정,2,0,지상파,24,16.2,2,주말저녁,0,29,10.28
7019,스릴러,2,8,지상파,20,9.6,4,평일심야,0,29,7.17
7020,로맨스,3,2,지상파,12,82.2,2,평일심야,0,26,11.83
7021,의학,2,24,케이블,24,78.0,4,평일저녁,0,23,10.93
7022,스릴러,2,9,케이블,12,19.6,3,평일심야,0,48,7.19
7023,스릴러,1,6,케이블,24,47.9,1,평일심야,0,40,8.62
7024,코미디,3,30,케이블,8,11.9,2,평일저녁,0,28,9.27
7025,사극,5,3,OTT,20,50.3,3,평일저녁,0,48,5.96
7026,사극,2,29,지상파,16,34.9,1,평일저녁,0,40,12.47
7027,스릴러,1,17,케이블,24,23.7,3,주말저녁,0,36,11.87
7028,법정,3,20,지상파,12,60.5,1,평일심야,1,40,7.98
7029,코미디,3,3,케이블,16,20.9,1,평일저녁,0,45,7.98
7030,의학,1,3,지상파,32,99.4,4,평일저녁,1,32,10.3
7031,사극,3,12,지상파,16,94.2,4,평일저녁,0,23,13.21
7032,로맨스,5,20,케이블,16,61.7,4,평일저녁,0,39,7.65
7033,사극,3,18,케이블,16,90.6,2,주말저녁,0,37,10.7
7034,법정,5,20,케이블,24,34.6,4,주말저녁,0,49,9.17
7035,법정,2,18,지상파,16,48.3,2,평일저녁,1,30,12.1
7036,판타지,1,24,지상파,16,52.5,4,평일저녁,0,35,11.66
7037,사극,5,15,지상파,16,50.6,1,평일저녁,0,50,9.83
7038,로맨스,2,22,케이블,24,49.6,3,주말저녁,0,48,13.18
7039,로맨스,2,21,케이블,16,9.3,4,주말저녁,1,48,7.51
7040,스릴러,5,3,케이블,24,43.7,3,주말저녁,0,48,6.48
7041,판타지,1,6,지상파,8,55.2,3,평일저녁,0,29,10.92
7042,사극,4,8,지상파,16,79.8,1,주말저녁,0,50,14.35
7043,법정,4,21,지상파,24,13.2,3,주말심야,0,21,8.5
7044,로맨스,5,26,케이블,24,13.4,3,주말심야,0,21,6.22
7045,법정,5,4,지상파,8,15.1,2,평일저녁,0,35,10.62
7046,로맨스,2,1,지상파,16,34.4,1,평일저녁,1,24,11.67
7047,사극,2,14,지상파,16,23.5,2,주말심야,0,29,11.55
7048,로맨스,2,30,케이블,8,5.7,4,평일저녁,0,21,12.14
7049,법정,4,23,케이블,20,58.0,3,평일저녁,0,48,8.72
7050,법정,4,12,지상파,20,20.1,2,주말심야,1,40,9.93
7051,법정,5,24,지상파,20,33.6,4,평일저녁,0,21,9.84
7052,스릴러,1,18,케이블,16,75.4,4,주말심야,0,33,9.83
7053,코미디,4,1,케이블,20,11.6,1,평일저녁,0,25,4.6
7054,사극,1,8,OTT,32,72.3,4,주말저녁,0,42,12.33
7055,판타지,1,6,지상파,16,94.1,1,주말저녁,0,39,11.39
7056,코미디,5,14,케이블,20,84.5,4,주말저녁,0,44,7.91
7057,법정,2,10,케이블,24,46.7,1,평일저녁,1,39,6.33
7058,판타지,5,23,케이블,24,53.8,3,평일심야,0,31,5.97
7059,로맨스,2,14,OTT,16,20.8,3,주말저녁,0,21,11.0
7060,스릴러,4,19,지상파,12,41.3,2,평일저녁,0,25,7.31
7061,로맨스,5,6,OTT,20,71.3,2,평일저녁,0,35,8.56
7062,스릴러,2,14,케이블,20,40.8,3,평일저녁,0,31,8.75
7063,코미디,2,12,케이블,16,25.3,1,평일저녁,0,39,10.02
7064,로맨스,3,4,지상파,20,53.9,4,평일저녁,1,21,12.09
7065,사극,1,17,지상파,8,72.9,2,평일심야,0,37,9.78
7066,코미디,4,14,지상파,24,60.1,2,평일심야,0,42,6.68
7067,코미디,1,9,케이블,16,30.2,3,평일저녁,0,21,9.06
7068,법정,4,9,케이블,24,7.3,1,평일저녁,0,37,7.88
7069,사극,5,29,케이블,24,14.4,4,평일저녁,0,42,9.64
7070,사극,3,20,케이블,24,94.5,3,주말심야,0,28,7.36
7071,법정,2,23,케이블,8,33.8,4,주말저녁,0,33,11.69
7072,법정,2,11,지상파,16,75.7,2,주말저녁,0,32,11.2
7073,판타지,1,6,케이블,16,90.1,2,평일심야,0,41,8.03
7074,법정,1,7,OTT,12,93.3,3,주말저녁,0,43,11.54
7075,법정,5,0,지상파,16,47.1,2,주말저녁,1,24,10.55
7076,사극,3,8,OTT,20,76.3,3,평일심야,0,46,8.92
7077,코미디,4,29,OTT,16,13.3,2,평일저녁,0,40,7.05
7078,법정,3,14,OTT,12,99.6,2,평일저녁,1,44,10.3
7079,사극,5,17,케이블,12,65.9,4,주말저녁,0,37,8.75
7080,법정,3,0,지상파,20,41.3,4,평일저녁,0,32,11.28
7081,판타지,2,12,케이블,24,53.8,2,주말심야,0,42,7.67
7082,로맨스,2,0,지상파,16,14.0,1,주말저녁,0,48,10.47
7083,로맨스,3,14,케이블,8,71.7,4,평일심야,0,35,7.94
7084,사극,5,2,케이블,16,50.7,1,평일저녁,1,35,7.15
7085,판타지,3,7,케이블,20,8.9,3,주말저녁,0,36,6.86
7086,의학,3,21,지상파,16,54.4,1,평일저녁,0,24,10.56
7087,판타지,1,27,케이블,32,14.7,3,평일저녁,0,32,6.9
7088,사극,3,13,지상파,12,76.5,2,평일저녁,0,20,11.54
7089,로맨스,4,4,지상파,16,16.7,3,주말저녁,0,31,10.54
7090,판타지,5,24,지상파,16,47.7,4,주말저녁,0,24,10.09
7091,코미디,4,23,지상파,24,92.6,4,평일저녁,0,50,12.62
7092,법정,3,23,지상파,12,17.6,4,평일저녁,0,42,12.36
7093,코미디,5,19,케이블,20,95.9,1,평일심야,0,37,7.1
7094,로맨스,2,22,지상파,16,35.2,4,평일심야,1,41,9.12
7095,사극,3,4,OTT,20,27.7,3,평일저녁,0,37,9.83
7096,스릴러,1,16,OTT,24,58.0,2,주말저녁,0,42,8.76
7097,의학,5,28,지상파,12,57.6,4,평일심야,0,47,8.44
7098,로맨스,5,4,케이블,24,73.2,4,주말심야,0,28,5.43
7099,사극,1,22,OTT,12,31.5,2,주말심야,0,42,12.77
7100,사극,3,20,케이블,16,63.7,1,평일저녁,0,28,11.76
7101,의학,5,9,지상파,20,55.1,4,평일저녁,0,47,9.62
7102,스릴러,3,20,케이블,12,6.5,2,평일저녁,0,39,9.26
7103,코미디,5,24,지상파,8,63.2,1,주말저녁,1,31,8.47
7104,스릴러,2,25,지상파,16,61.3,2,주말저녁,0,27,12.34
7105,법정,4,27,케이블,12,12.2,2,평일저녁,0,31,10.85
7106,스릴러,5,26,지상파,16,59.5,1,평일심야,0,28,13.2
7107,스릴러,5,23,케이블,24,66.7,1,평일저녁,1,21,7.72
7108,스릴러,1,17,케이블,24,61.0,3,평일심야,0,25,3.71
7109,스릴러,4,9,지상파,20,88.0,1,평일저녁,0,28,11.8
7110,사극,4,12,OTT,16,77.6,3,평일저녁,1,30,7.26
7111,코미디,3,0,케이블,16,42.5,1,주말저녁,0,35,9.73
7112,판타지,5,16,지상파,12,45.6,2,평일심야,0,38,6.98
7113,코미디,2,26,지상파,16,9.5,3,평일저녁,0,23,9.0
7114,코미디,4,15,OTT,24,44.6,4,주말심야,0,28,6.72
7115,판타지,4,4,지상파,16,87.1,4,평일심야,0,26,11.34
7116,판타지,1,12,케이블,12,22.6,3,평일저녁,0,36,11.21
7117,판타지,2,19,지상파,16,38.4,4,평일저녁,0,36,9.67
7118,코미디,3,29,케이블,24,82.0,3,평일저녁,0,48,7.84
7119,의학,5,8,케이블,24,7.3,4,주말저녁,0,32,10.74
7120,스릴러,4,30,지상파,16,37.2,1,주말저녁,0,43,14.33
7121,스릴러,2,25,OTT,16,61.8,4,평일저녁,0,32,7.59
7122,판타지,4,26,케이블,16,87.2,1,주말저녁,0,27,12.27
7123,로맨스,4,3,케이블,12,71.4,4,주말심야,1,30,7.66
7124,스릴러,4,16,케이블,12,99.2,2,주말저녁,1,42,9.26
7125,스릴러,4,21,지상파,16,16.9,1,주말심야,1,26,6.73
7126,로맨스,4,14,케이블,24,81.0,1,평일저녁,1,20,7.54
7127,스릴러,3,20,케이블,16,54.5,1,주말저녁,0,50,10.35
7128,의학,2,15,케이블,16,65.2,3,평일심야,0,28,9.87
7129,로맨스,4,19,지상파,32,16.9,1,평일저녁,0,49,8.6
7130,사극,2,27,케이블,16,8.7,1,주말저녁,0,20,11.98
7131,법정,1,17,케이블,24,84.8,3,주말저녁,0,20,8.43
7132,법정,5,30,케이블,20,27.7,1,평일저녁,1,33,8.88
7133,사극,2,6,지상파,8,99.3,2,주말저녁,0,44,11.8
7134,의학,5,26,OTT,32,59.8,1,평일저녁,0,25,8.69
7135,의학,2,6,지상파,16,79.9,3,평일저녁,0,33,12.98
7136,법정,2,8,케이블,20,17.6,1,주말저녁,0,44,9.28
7137,코미디,2,6,OTT,16,38.8,1,주말심야,0,36,8.11
7138,코미디,5,8,OTT,20,60.3,4,주말저녁,0,50,8.0
7139,의학,2,6,케이블,16,99.3,4,주말저녁,1,29,10.58
7140,코미디,2,22,OTT,8,44.6,1,주말저녁,0,28,9.01
7141,법정,4,11,지상파,16,8.3,4,주말저녁,0,41,10.75
7142,스릴러,1,12,지상파,20,69.3,1,평일심야,1,43,8.58
7143,법정,1,6,케이블,8,29.9,1,주말심야,0,41,9.49
7144,코미디,2,24,케이블,12,97.5,3,주말저녁,0,43,12.06
7145,코미디,2,9,지상파,8,59.5,2,평일저녁,0,33,10.2
7146,스릴러,5,24,OTT,16,81.2,4,평일저녁,0,33,9.13
7147,사극,1,25,지상파,24,36.8,3,평일심야,0,41,13.44
7148,의학,2,1,지상파,20,77.8,3,평일심야,0,47,10.81
7149,판타지,5,17,OTT,8,87.6,2,주말심야,1,40,6.75
7150,코미디,4,27,지상파,16,28.2,4,주말저녁,0,46,13.12
7151,스릴러,3,12,케이블,8,51.9,2,평일심야,1,28,7.91
7152,판타지,1,19,케이블,8,15.5,2,평일심야,0,31,8.72
7153,판타지,1,8,OTT,16,45.6,3,평일저녁,0,23,8.74
7154,판타지,3,20,지상파,16,67.3,1,평일저녁,0,22,9.29
7155,판타지,3,12,지상파,24,51.0,3,주말저녁,0,48,7.87
7156,법정,5,29,지상파,8,84.6,1,주말저녁,0,47,12.48
7157,판타지,4,2,지상파,8,80.7,4,평일저녁,0,31,11.79
7158,스릴러,4,2,지상파,24,43.4,3,평일저녁,0,21,8.26
7159,법정,1,30,지상파,16,96.2,3,주말저녁,0,26,12.8
7160,법정,4,26,지상파,20,15.2,1,평일저녁,0,45,11.55
7161,법정,2,2,지상파,32,96.2,3,평일심야,0,39,7.92
7162,로맨스,5,9,지상파,8,72.2,4,평일저녁,0,26,10.32
7163,스릴러,2,21,지상파,12,85.1,3,평일저녁,0,45,10.1
7164,사극,3,11,케이블,8,71.9,1,평일심야,0,29,9.83
7165,판타지,4,15,케이블,16,72.1,1,평일저녁,0,50,10.16
7166,로맨스,5,7,케이블,12,54.7,3,평일심야,0,32,2.98
7167,스릴러,3,6,지상파,12,77.8,4,평일심야,0,35,8.12
7168,의학,3,17,지상파,24,17.7,4,주말심야,0,20,9.97
7169,판타지,3,0,케이블,16,75.0,3,주말저녁,0,30,9.57
7170,로맨스,3,16,지상파,24,59.2,1,평일저녁,0,42,14.29
7171,스릴러,5,23,케이블,32,36.3,3,주말저녁,0,22,5.39
7172,판타지,3,6,케이블,16,66.8,1,평일심야,0,36,7.16
7173,판타지,4,0,케이블,32,40.4,3,주말저녁,0,21,7.89
7174,스릴러,4,29,케이블,20,18.7,3,평일심야,0,40,6.88
7175,판타지,1,29,OTT,20,32.3,2,주말심야,0,31,10.16
7176,의학,2,20,지상파,24,40.5,4,주말저녁,0,24,13.13
7177,판타지,5,9,지상파,8,55.7,2,평일저녁,0,26,8.18
7178,코미디,4,23,지상파,20,12.4,4,주말심야,0,24,9.42
7179,스릴러,5,25,지상파,24,90.4,3,주말저녁,0,35,10.16
7180,코미디,1,11,케이블,16,13.5,1,평일심야,0,48,5.97
7181,법정,2,13,OTT,12,64.3,1,평일저녁,0,33,10.88
7182,로맨스,2,8,지상파,16,86.0,2,주말저녁,0,42,12.09
7183,스릴러,1,21,지상파,24,34.6,1,주말심야,0,37,10.24
7184,의학,3,21,케이블,12,28.8,2,평일심야,0,21,4.69
7185,사극,2,15,지상파,16,98.2,1,평일저녁,0,33,14.46
7186,스릴러,5,26,케이블,24,11.1,3,평일심야,0,42,6.73
7187,로맨스,4,14,케이블,24,52.4,2,주말저녁,0,36,10.76
7188,법정,5,21,OTT,24,39.7,2,평일저녁,0,34,9.63
7189,사극,4,29,케이블,16,52.3,3,주말저녁,0,39,9.1
7190,법정,2,6,케이블,20,74.3,1,주말저녁,0,28,12.41
7191,의학,1,26,지상파,12,79.6,3,주말저녁,0,28,15.95
7192,법정,3,13,케이블,16,16.6,4,평일심야,0,30,5.8
7193,스릴러,2,9,OTT,12,25.4,1,주말저녁,0,27,9.67
7194,의학,5,24,지상파,8,63.3,4,주말저녁,0,25,9.83
7195,법정,3,4,지상파,20,92.4,3,주말저녁,1,44,10.79
7196,코미디,3,9,지상파,16,84.6,1,평일저녁,0,32,12.48
7197,의학,4,27,케이블,16,94.3,2,주말저녁,0,45,9.32
7198,스릴러,1,11,케이블,24,23.4,3,평일저녁,0,37,9.61
7199,판타지,4,0,케이블,12,31.1,3,평일저녁,0,20,7.47
7200,코미디,2,22,지상파,12,98.5,4,평일저녁,0,30,11.72
7201,스릴러,2,15,OTT,12,43.9,2,평일저녁,1,31,9.12
7202,판타지,3,2,OTT,16,23.9,2,평일심야,0,27,6.28
7203,사극,1,7,지상파,12,47.7,4,주말저녁,0,42,15.64
7204,스릴러,5,2,케이블,16,55.0,1,주말저녁,0,39,8.1
7205,사극,1,3,케이블,8,89.6,1,주말저녁,0,20,14.72
7206,로맨스,5,21,지상파,16,83.7,2,평일저녁,0,46,9.74
7207,의학,2,23,케이블,16,17.9,2,주말심야,0,29,10.22
7208,로맨스,5,20,지상파,24,55.1,4,평일저녁,1,28,9.68
7209,로맨스,2,9,케이블,16,56.3,3,평일저녁,1,46,9.06
7210,코미디,4,24,지상파,8,42.5,4,평일저녁,0,20,9.59
7211,사극,1,26,지상파,12,35.8,2,평일심야,0,35,11.13
7212,사극,5,9,지상파,8,83.3,4,평일심야,0,30,9.02
7213,판타지,1,26,지상파,16,17.6,1,평일저녁,0,41,9.45
7214,법정,4,27,지상파,16,97.4,4,평일저녁,0,43,12.7
7215,법정,4,5,케이블,32,76.8,4,평일심야,0,26,4.53
7216,스릴러,5,23,케이블,12,94.3,1,평일심야,1,50,4.7
7217,스릴러,5,7,지상파,20,53.6,3,주말저녁,1,42,5.91
7218,법정,2,4,지상파,16,28.5,1,평일심야,0,29,7.44
7219,판타지,3,13,OTT,16,80.5,1,주말심야,0,39,7.92
7220,스릴러,1,7,지상파,8,53.4,1,주말저녁,0,27,11.08
7221,코미디,2,17,지상파,16,58.7,1,평일심야,0,46,5.92
7222,코미디,5,25,지상파,20,48.0,4,평일저녁,0,26,6.27
7223,사극,4,12,지상파,32,87.3,2,주말심야,0,45,8.62
7224,사극,1,0,지상파,32,97.9,1,평일저녁,0,39,12.29
7225,코미디,2,2,OTT,12,95.3,3,평일심야,1,25,6.87
7226,판타지,2,6,지상파,16,24.0,1,주말심야,0,41,11.46
7227,판타지,1,1,OTT,12,72.3,1,주말저녁,0,37,10.01
7228,사극,5,3,지상파,8,49.4,3,평일심야,0,45,8.76
7229,코미디,2,3,지상파,16,6.4,4,평일저녁,0,39,12.85
7230,의학,2,30,케이블,16,49.6,3,평일저녁,0,46,9.95
7231,판타지,4,18,케이블,16,50.3,1,평일심야,0,24,6.8
7232,사극,1,6,케이블,16,6.9,1,주말저녁,0,46,9.45
7233,사극,2,3,케이블,16,67.2,4,주말저녁,0,37,12.57
7234,판타지,4,7,케이블,16,60.5,3,평일심야,0,20,3.85
7235,법정,3,1,지상파,12,58.4,3,평일심야,0,32,5.45
7236,스릴러,5,16,지상파,12,5.9,2,평일심야,0,24,6.16
7237,사극,4,22,OTT,32,35.1,2,주말저녁,0,50,10.26
7238,스릴러,4,27,지상파,8,22.2,2,평일심야,0,34,6.73
7239,의학,1,27,지상파,16,9.0,4,주말저녁,0,41,13.47
7240,코미디,1,18,지상파,12,12.3,2,평일저녁,0,35,10.51
7241,로맨스,2,6,지상파,8,8.0,4,주말저녁,0,37,10.51
7242,사극,4,23,지상파,12,27.8,3,평일심야,0,43,9.8
7243,스릴러,2,27,지상파,24,27.4,1,평일저녁,1,49,10.26
7244,사극,5,9,지상파,16,87.8,4,주말저녁,0,46,11.54
7245,스릴러,5,18,케이블,20,64.4,4,주말저녁,0,35,9.85
7246,코미디,4,13,OTT,24,31.9,3,주말저녁,0,30,5.19
7247,사극,4,5,케이블,16,30.7,1,평일심야,0,33,7.52
7248,법정,2,3,OTT,16,22.1,4,평일심야,0,47,5.91
7249,의학,3,12,케이블,24,20.1,3,평일심야,0,44,4.52
7250,판타지,3,9,지상파,16,58.1,3,평일저녁,0,46,10.76
7251,로맨스,5,1,지상파,16,28.0,2,주말심야,0,35,6.99
7252,로맨스,2,20,지상파,16,46.2,1,평일저녁,0,21,13.17
7253,법정,3,5,케이블,20,29.9,3,주말저녁,0,24,11.0
7254,코미디,1,19,지상파,16,44.1,4,평일저녁,1,46,13.33
7255,사극,3,5,지상파,24,81.8,4,평일심야,0,42,8.73
7256,사극,1,6,지상파,12,76.1,1,주말저녁,0,45,14.1
7257,로맨스,5,0,OTT,24,60.5,3,평일저녁,0,48,4.42
7258,코미디,2,4,케이블,16,74.6,4,주말저녁,0,50,11.0
7259,스릴러,4,21,지상파,32,74.3,4,주말저녁,1,48,8.56
7260,판타지,2,11,지상파,16,75.3,1,평일저녁,1,34,9.97
7261,코미디,2,19,지상파,24,17.2,1,평일저녁,0,20,11.03
7262,판타지,3,1,케이블,24,34.7,4,평일저녁,0,37,7.23
7263,법정,2,4,케이블,20,91.6,1,평일저녁,0,28,7.97
7264,법정,1,5,OTT,12,94.7,4,주말저녁,0,30,8.35
7265,판타지,1,12,케이블,32,48.5,1,평일심야,0,26,7.3
7266,사극,3,21,지상파,16,50.9,2,평일저녁,0,48,15.34
7267,법정,1,15,케이블,20,57.9,1,평일심야,0,29,6.94
7268,판타지,4,1,케이블,20,98.2,4,평일심야,0,30,7.54
7269,법정,1,26,OTT,24,76.7,4,주말저녁,0,22,12.97
7270,스릴러,3,1,OTT,24,57.9,3,주말저녁,0,40,4.68
7271,의학,2,13,케이블,12,80.3,2,평일심야,0,28,9.07
7272,사극,4,15,케이블,16,85.5,1,주말심야,0,26,7.36
7273,로맨스,2,29,OTT,8,77.6,4,평일저녁,0,40,9.84
7274,사극,2,15,지상파,16,56.3,4,주말저녁,0,34,14.31
7275,사극,1,25,케이블,16,23.7,3,평일심야,1,38,8.74
7276,코미디,2,28,케이블,16,81.2,3,주말저녁,0,28,12.7
7277,사극,2,3,OTT,16,36.6,4,평일저녁,0,42,9.08
7278,사극,3,17,케이블,8,26.9,2,평일심야,0,24,7.99
7279,사극,5,24,지상파,12,8.7,1,평일심야,0,21,8.38
7280,사극,5,0,케이블,24,11.5,1,주말저녁,0,37,6.23
7281,판타지,3,16,지상파,20,38.5,4,주말저녁,0,41,11.41
7282,의학,3,2,OTT,8,50.5,1,평일심야,1,22,5.43
7283,로맨스,4,13,지상파,24,53.6,4,평일저녁,0,34,7.74
7284,의학,1,29,지상파,16,36.2,2,주말저녁,1,37,13.9
7285,판타지,3,28,지상파,8,17.8,1,주말저녁,0,43,12.3
7286,판타지,1,0,OTT,20,85.0,4,평일저녁,0,35,8.5
7287,로맨스,3,29,케이블,16,71.3,4,주말심야,0,32,10.63
7288,사극,2,9,OTT,24,60.7,4,평일심야,1,42,6.79
7289,코미디,4,19,OTT,24,7.5,2,평일심야,0,48,2.89
7290,로맨스,2,5,케이블,20,45.7,3,평일저녁,0,40,11.91
7291,스릴러,3,18,지상파,8,34.1,1,주말저녁,0,49,13.12
7292,판타지,4,4,지상파,16,42.7,2,평일저녁,1,34,10.26
7293,법정,3,21,지상파,24,37.4,3,주말저녁,0,36,7.79
7294,사극,4,7,케이블,20,37.4,2,평일저녁,0,27,7.69
7295,사극,2,18,지상파,12,24.4,1,주말저녁,0,21,13.19
7296,법정,2,25,지상파,24,97.4,4,주말저녁,0,44,10.81
7297,사극,3,9,케이블,16,88.2,1,평일심야,0,43,7.13
7298,법정,2,27,케이블,12,7.6,2,주말저녁,0,30,12.22
7299,로맨스,1,4,지상파,12,59.1,1,주말심야,0,36,10.69
7300,판타지,1,0,케이블,8,26.0,4,평일심야,0,36,6.26
7301,의학,4,7,OTT,16,85.8,1,평일저녁,1,30,10.82
7302,판타지,3,22,케이블,12,97.9,2,평일심야,0,25,5.99
7303,판타지,2,18,지상파,24,72.1,1,평일저녁,0,25,12.4
7304,법정,4,21,케이블,20,39.2,3,주말저녁,1,40,8.34
7305,사극,3,21,지상파,16,23.3,1,평일저녁,0,30,12.87
7306,판타지,1,9,지상파,24,32.1,3,주말저녁,0,33,11.03
7307,법정,3,17,지상파,16,86.9,3,주말심야,1,46,10.77
7308,판타지,3,6,케이블,20,32.9,4,평일저녁,1,47,9.37
7309,법정,2,5,지상파,24,29.6,4,주말저녁,0,42,9.71
7310,판타지,2,16,케이블,24,77.3,3,평일저녁,0,48,9.39
7311,판타지,1,29,지상파,12,32.5,2,평일저녁,1,41,11.53
7312,로맨스,4,24,지상파,20,31.2,3,주말저녁,0,31,9.63
7313,스릴러,4,9,OTT,16,64.4,1,주말저녁,0,28,7.79
7314,법정,3,1,지상파,24,66.4,4,주말저녁,1,38,11.6
7315,법정,2,8,케이블,16,58.9,2,평일심야,0,47,6.62
7316,판타지,5,20,지상파,16,12.6,4,주말저녁,0,27,11.49
7317,사극,5,5,케이블,20,38.3,4,평일심야,1,22,5.73
7318,법정,1,30,지상파,12,99.9,1,평일저녁,0,43,10.29
7319,법정,1,14,케이블,16,93.2,3,평일심야,0,27,9.24
7320,로맨스,3,12,지상파,20,93.5,4,평일저녁,0,44,13.57
7321,코미디,1,27,지상파,24,60.1,1,주말저녁,0,45,13.4
7322,코미디,3,0,지상파,32,7.7,3,평일저녁,0,31,7.79
