id,genre,director_tier,lead_actor_tier,production_budget,runtime_min,rating_age,release_month,is_sequel,is_imported,screen_count,box_office_grade
6912,로맨스,3,5,190.8,152,12세,2,0,0,244,0
6913,로맨스,4,5,248.4,93,15세,3,0,0,930,1
6914,코미디,3,3,34.9,102,전체관람가,8,0,0,1375,0
6915,애니메이션,2,2,91.9,136,12세,11,0,0,2446,2
6916,로맨스,5,2,102.6,89,12세,11,0,0,520,0
6917,액션,2,2,87.2,165,12세,10,1,0,2091,3
6918,스릴러,3,3,50.1,134,15세,3,0,1,2392,1
6919,로맨스,4,1,160.8,165,12세,8,0,1,1718,2
6920,코미디,4,5,279.1,122,15세,9,0,0,1269,0
6921,액션,3,4,83.7,180,15세,12,1,0,1240,2
6922,로맨스,5,2,56.9,129,15세,11,0,1,1917,0
6923,코미디,2,2,77.5,130,15세,3,1,1,573,2
6924,드라마,2,5,91.3,176,15세,5,0,1,767,0
6925,애니메이션,2,1,78.6,100,전체관람가,1,0,1,1293,2
6926,드라마,1,3,45.0,179,전체관람가,4,1,0,1776,1
6927,호러,5,4,195.6,106,12세,6,0,1,780,0
6928,로맨스,5,2,230.3,80,청불,8,0,0,2160,2
6929,SF,1,1,178.1,169,15세,9,0,0,2320,3
6930,SF,2,3,119.8,97,15세,12,1,1,934,1
6931,로맨스,5,4,122.1,118,청불,4,1,1,1196,0
6932,스릴러,1,3,46.9,147,12세,4,0,1,2267,2
6933,애니메이션,2,2,109.6,153,청불,8,1,0,557,1
6934,액션,3,1,270.8,123,15세,8,1,1,656,3
6935,스릴러,5,4,128.2,150,12세,6,0,0,578,0
6936,코미디,3,5,123.0,175,15세,3,1,1,1850,2
6937,스릴러,1,5,216.3,105,청불,4,0,0,1630,1
6938,드라마,1,4,27.1,165,15세,5,0,0,670,0
6939,코미디,2,1,57.1,150,전체관람가,4,0,1,2390,2
6940,로맨스,4,3,52.4,102,15세,3,0,1,1603,1
6941,코미디,4,1,4.9,103,15세,3,1,1,623,0
6942,로맨스,5,4,62.5,115,15세,9,0,0,983,0
6943,로맨스,1,3,193.3,154,청불,7,1,1,1583,2
6944,로맨스,2,4,263.1,164,12세,8,0,0,1487,2
6945,액션,1,4,293.6,119,12세,1,0,0,1443,3
6946,드라마,4,4,192.8,111,15세,3,0,1,1285,0
6947,액션,4,1,78.3,92,청불,8,0,0,660,0
6948,코미디,5,2,257.8,156,청불,2,1,1,1219,1
6949,로맨스,5,3,158.7,81,12세,7,0,1,1996,2
6950,로맨스,4,2,140.7,167,15세,7,0,1,2475,2
6951,스릴러,4,5,65.7,100,청불,12,1,0,124,0
6952,코미디,2,1,109.5,108,15세,8,0,0,573,2
6953,액션,5,5,217.4,98,15세,10,0,0,2053,1
6954,코미디,2,2,231.3,161,15세,1,1,1,2252,3
6955,액션,5,3,156.0,84,12세,12,0,0,1993,1
6956,SF,2,3,38.5,171,12세,3,0,1,2433,2
6957,액션,2,5,127.8,127,12세,11,0,0,1959,2
6958,드라마,5,3,224.2,159,12세,7,0,1,2244,1
6959,SF,5,4,134.2,133,12세,6,0,1,1346,0
6960,드라마,2,1,68.2,109,15세,5,0,0,417,1
6961,SF,4,3,5.4,125,12세,11,0,0,1878,1
6962,로맨스,4,3,145.6,145,청불,12,0,1,1907,0
6963,애니메이션,1,2,11.9,132,전체관람가,6,0,1,2016,2
6964,SF,3,4,269.9,140,12세,6,1,0,1967,3
6965,SF,5,1,261.0,154,12세,7,0,0,2347,1
6966,애니메이션,1,4,134.5,172,15세,8,0,1,2372,3
6967,SF,5,4,251.3,151,12세,8,1,0,638,0
6968,코미디,2,3,83.5,118,12세,6,0,0,1294,2
6969,스릴러,4,3,188.5,142,청불,1,0,0,1165,0
6970,스릴러,3,2,292.9,144,12세,6,0,0,2096,2
6971,애니메이션,2,1,99.7,97,15세,8,0,0,603,1
6972,드라마,4,4,133.8,158,12세,6,0,1,925,0
6973,드라마,1,3,290.5,142,15세,8,0,1,588,3
6974,액션,4,4,48.0,83,15세,9,1,1,2052,0
6975,애니메이션,4,2,26.8,163,청불,3,1,1,2259,1
6976,액션,1,1,158.4,97,청불,1,1,0,399,1
6977,드라마,4,1,106.8,82,15세,12,0,0,1752,1
6978,로맨스,4,3,252.8,107,15세,8,0,1,1101,2
6979,애니메이션,1,1,194.5,149,전체관람가,7,1,0,1657,3
6980,코미디,5,3,259.6,168,청불,8,0,0,1173,0
6981,드라마,5,2,61.8,180,15세,12,0,0,1608,0
6982,스릴러,2,2,131.4,108,15세,6,1,1,265,2
6983,코미디,3,1,288.3,95,12세,7,0,0,1812,3
6984,로맨스,4,4,72.8,177,12세,2,0,1,416,0
6985,호러,3,1,160.0,116,12세,12,0,1,1423,2
6986,드라마,2,4,110.2,159,12세,12,0,1,239,0
6987,로맨스,4,5,47.6,103,청불,1,0,0,1596,0
6988,SF,2,3,170.9,152,15세,1,0,0,1901,2
6989,로맨스,4,3,269.1,86,전체관람가,2,0,0,1869,2
6990,SF,3,5,165.8,107,12세,6,0,1,1819,1
6991,애니메이션,1,1,187.3,152,12세,9,0,1,1517,2
6992,액션,1,2,244.1,110,전체관람가,4,1,0,498,3
6993,스릴러,1,2,120.2,87,전체관람가,10,1,0,2258,1
6994,SF,4,1,222.4,89,15세,8,0,1,2276,2
6995,애니메이션,1,4,156.7,126,15세,10,0,1,1657,0
6996,호러,2,1,21.1,124,전체관람가,11,0,0,2481,3
6997,액션,2,3,112.6,151,전체관람가,1,0,0,1787,3
6998,호러,1,3,53.4,107,전체관람가,5,1,0,818,1
6999,SF,4,2,10.0,157,15세,9,0,1,1086,0
7000,스릴러,3,2,105.0,106,청불,3,0,1,786,0
7001,SF,3,5,61.0,137,청불,10,0,1,388,0
7002,액션,2,5,286.1,86,12세,9,0,1,998,2
7003,드라마,4,1,168.7,119,12세,11,0,1,1657,1
7004,코미디,1,2,217.0,82,15세,4,0,0,2277,3
7005,로맨스,3,5,160.6,87,12세,2,0,1,279,1
7006,스릴러,4,3,8.9,119,15세,4,0,0,971,0
7007,액션,3,2,78.6,154,12세,7,0,0,450,0
7008,액션,5,2,126.0,139,전체관람가,8,0,1,1444,0
7009,액션,5,2,138.1,136,12세,3,1,0,328,2
7010,SF,5,5,186.1,176,전체관람가,11,0,1,1814,0
7011,로맨스,2,4,99.1,88,12세,4,0,0,1636,1
7012,로맨스,3,4,207.2,160,청불,1,0,1,326,0
7013,코미디,4,4,232.7,81,12세,4,0,0,1582,0
7014,SF,4,2,195.3,115,15세,11,0,1,512,1
7015,호러,2,1,231.5,172,15세,10,0,0,248,0
7016,애니메이션,3,5,112.7,106,12세,7,0,0,957,1
7017,SF,1,1,197.1,137,전체관람가,1,0,0,976,1
7018,SF,2,1,201.2,159,15세,2,0,1,894,3
7019,액션,5,5,178.8,168,15세,3,0,1,469,0
7020,액션,1,3,113.3,107,12세,8,0,1,1477,3
7021,드라마,1,1,232.5,137,15세,8,0,0,2213,3
7022,애니메이션,5,2,122.5,173,전체관람가,6,0,1,2311,2
7023,액션,1,3,157.7,91,15세,10,0,1,294,2
7024,SF,4,2,27.8,168,12세,11,1,0,1044,1
7025,액션,5,3,87.3,83,15세,2,0,0,1032,0
7026,호러,2,2,254.8,121,청불,11,0,1,1750,0
7027,호러,5,5,146.5,144,15세,7,1,1,872,1
7028,코미디,4,3,267.6,98,청불,1,0,0,2279,1
7029,스릴러,1,4,105.0,159,12세,8,0,1,2364,3
7030,SF,1,4,272.9,169,청불,11,0,0,2042,1
7031,SF,5,1,151.0,118,청불,5,1,0,1492,0
7032,애니메이션,4,3,113.3,89,15세,11,0,0,944,0
7033,액션,3,2,207.1,135,15세,7,0,1,571,1
7034,스릴러,1,4,154.5,124,15세,10,0,0,1124,0
7035,애니메이션,1,4,72.6,166,청불,12,0,0,1136,0
7036,SF,3,2,228.9,88,15세,1,0,0,196,0
7037,액션,5,5,107.3,136,청불,5,0,0,1904,0
7038,애니메이션,1,1,14.4,127,15세,11,0,1,515,2
7039,액션,4,3,229.6,102,12세,9,0,0,1012,2
7040,드라마,2,4,91.3,123,15세,9,0,0,2087,1
7041,애니메이션,4,2,202.6,137,12세,8,0,0,2109,0
7042,코미디,5,4,199.5,124,15세,1,0,0,2171,1
7043,코미디,3,5,151.7,144,전체관람가,7,0,0,1786,2
7044,애니메이션,2,4,119.2,142,청불,5,0,0,410,0
7045,애니메이션,1,4,277.8,99,15세,11,0,0,231,1
7046,호러,5,5,295.6,127,12세,1,0,1,2463,1
7047,드라마,4,3,120.5,116,청불,1,0,0,1853,1
7048,스릴러,3,1,205.5,86,15세,9,0,0,1345,0
7049,드라마,3,2,42.4,166,15세,10,0,1,627,0
7050,호러,5,2,236.3,99,전체관람가,10,0,1,384,0
7051,호러,5,5,152.4,104,청불,6,0,0,2152,0
7052,호러,3,2,160.4,104,15세,11,0,0,606,0
7053,드라마,3,5,30.1,119,15세,1,0,1,192,0
7054,액션,2,1,155.9,126,12세,3,0,1,388,1
7055,SF,3,5,107.8,104,청불,12,0,0,2474,1
7056,호러,1,1,61.4,122,청불,1,0,0,313,0
7057,호러,1,2,69.4,143,전체관람가,6,0,0,1956,3
7058,코미디,4,3,77.2,157,12세,2,0,0,2426,2
7059,SF,2,5,161.0,147,12세,12,0,0,1311,3
7060,SF,2,4,154.8,85,12세,7,0,0,1580,1
7061,드라마,3,2,294.3,154,전체관람가,10,0,0,2215,2
7062,액션,3,5,45.2,131,청불,3,0,1,2486,1
7063,호러,3,4,104.2,128,15세,11,0,1,180,0
7064,액션,4,2,62.5,135,12세,1,0,1,2339,2
7065,애니메이션,4,3,198.4,139,15세,1,0,0,161,1
7066,애니메이션,3,4,43.6,168,15세,5,0,0,1727,0
7067,로맨스,2,2,74.1,92,12세,11,0,0,732,1
7068,SF,5,3,194.8,87,전체관람가,6,0,0,1166,0
7069,스릴러,1,1,239.4,99,전체관람가,10,0,0,228,1
7070,드라마,4,5,291.0,154,12세,5,0,0,386,0
7071,액션,4,2,167.3,107,15세,11,1,1,1741,3
7072,스릴러,1,3,34.7,140,12세,7,0,0,1222,2
7073,코미디,5,3,254.6,155,청불,2,0,0,1632,0
7074,애니메이션,4,1,261.2,140,전체관람가,3,0,0,2311,3
7075,호러,3,1,130.1,135,전체관람가,2,0,1,804,0
7076,애니메이션,3,4,29.6,84,15세,8,0,1,302,0
7077,애니메이션,3,1,144.5,156,12세,3,0,1,1348,3
7078,스릴러,3,2,298.6,155,15세,7,1,0,1340,2
7079,액션,2,2,70.7,109,15세,8,0,1,2420,2
7080,드라마,5,5,245.9,127,12세,4,0,0,281,0
7081,스릴러,2,1,68.6,144,15세,1,0,0,1328,1
7082,스릴러,3,1,189.4,135,15세,2,0,0,1920,3
7083,로맨스,2,3,26.5,140,15세,6,0,1,524,0
7084,스릴러,3,4,178.1,175,15세,2,0,1,1846,0
7085,액션,5,3,123.4,92,12세,12,0,0,143,0
7086,SF,5,1,118.8,149,12세,6,0,1,1313,0
7087,액션,1,3,266.2,84,12세,3,1,1,1937,3
7088,호러,1,2,289.8,179,12세,9,0,0,1971,2
7089,액션,5,4,232.0,142,12세,4,0,0,1187,0
7090,호러,3,1,225.5,145,전체관람가,1,0,0,632,1
7091,코미디,1,4,223.1,97,12세,4,0,0,892,2
7092,SF,5,1,33.4,89,15세,6,0,1,1443,0
7093,호러,3,3,116.3,100,12세,7,0,0,2349,2
7094,호러,2,3,22.4,99,전체관람가,1,0,0,355,0
7095,코미디,1,3,213.9,170,12세,4,0,0,298,1
7096,스릴러,3,5,146.9,162,15세,9,0,0,2173,0
7097,액션,2,1,49.9,88,전체관람가,5,0,1,313,0
7098,액션,1,3,137.4,89,청불,9,0,1,2429,2
7099,로맨스,5,5,100.1,152,15세,10,0,1,1657,0
7100,SF,4,5,180.7,85,전체관람가,7,0,0,2242,1
7101,로맨스,4,5,68.2,157,전체관람가,2,0,1,408,0
7102,로맨스,4,1,217.9,125,15세,10,1,1,751,1
7103,로맨스,5,1,64.7,161,15세,8,0,0,1693,1
7104,애니메이션,1,5,209.6,159,12세,7,0,1,2008,2
7105,코미디,5,4,37.1,84,15세,9,1,0,1250,0
7106,로맨스,2,3,164.3,149,청불,6,1,0,2246,1
7107,애니메이션,3,3,295.0,157,15세,11,0,1,1542,2
7108,코미디,1,5,169.1,92,12세,9,1,0,2098,3
7109,드라마,1,3,265.1,116,15세,1,1,0,582,1
7110,애니메이션,1,4,119.0,87,청불,11,0,1,1102,0
7111,로맨스,4,1,201.3,162,15세,10,1,0,691,0
7112,로맨스,1,2,112.5,138,12세,12,0,1,394,1
7113,코미디,5,4,29.7,152,청불,7,0,0,970,0
7114,SF,1,2,239.9,153,12세,4,1,1,387,2
7115,액션,3,5,122.2,143,청불,3,0,1,1799,0
7116,코미디,3,2,189.1,156,15세,12,0,0,1100,2
7117,스릴러,3,1,222.5,157,12세,3,0,1,2257,2
7118,로맨스,5,1,57.7,109,15세,5,0,1,1204,0
7119,애니메이션,1,2,271.7,138,전체관람가,10,0,0,1839,3
7120,SF,2,2,288.6,155,12세,7,0,0,2209,3
7121,로맨스,5,2,268.2,93,15세,1,0,0,947,1
7122,SF,4,4,268.0,140,청불,10,0,0,2308,1
7123,SF,1,5,121.4,97,15세,11,0,0,758,1
7124,코미디,1,1,257.1,105,청불,1,1,0,432,1
7125,애니메이션,2,1,145.5,104,12세,10,1,0,490,3
7126,호러,2,5,293.6,172,청불,3,0,1,292,0
7127,호러,2,5,232.4,98,15세,10,0,1,2099,1
7128,드라마,4,5,240.3,163,청불,9,1,0,251,0
7129,드라마,5,5,146.5,175,전체관람가,12,0,1,989,0
7130,코미디,1,3,219.2,138,12세,6,0,0,1799,1
7131,로맨스,1,2,56.8,168,12세,12,0,0,1358,1
7132,호러,2,2,186.2,127,15세,12,1,0,1650,2
7133,액션,3,4,221.1,87,15세,3,0,0,1089,0
7134,애니메이션,5,1,260.3,107,전체관람가,1,0,1,1348,1
7135,스릴러,2,1,47.6,179,15세,4,1,1,2477,2
7136,호러,1,1,45.9,105,12세,4,0,0,1852,1
7137,드라마,1,5,209.9,167,15세,6,0,1,1103,0
7138,호러,4,2,270.0,83,청불,11,0,0,591,0
7139,드라마,5,4,164.4,97,전체관람가,3,0,1,2148,0
7140,액션,2,2,142.5,179,12세,2,1,0,2199,3
7141,애니메이션,2,4,79.3,157,청불,2,0,1,1172,0
7142,스릴러,5,3,84.5,90,15세,6,0,0,864,0
7143,호러,5,3,255.8,115,12세,8,1,0,1671,2
7144,SF,1,2,179.4,138,전체관람가,7,0,1,2177,3
7145,호러,3,4,167.6,166,15세,12,1,0,133,0
7146,코미디,3,2,33.0,119,15세,11,0,0,487,0
7147,코미디,1,1,276.5,94,15세,5,0,0,1694,3
7148,SF,4,3,268.4,88,전체관람가,6,0,1,1025,1
7149,액션,5,4,118.8,113,15세,1,0,0,1733,1
7150,SF,1,3,235.1,168,12세,6,0,0,2454,3
7151,액션,5,2,109.1,90,전체관람가,8,0,0,425,0
7152,스릴러,1,5,244.1,108,청불,2,0,1,924,0
7153,호러,2,5,214.5,123,15세,3,1,0,1811,2
7154,로맨스,1,4,166.2,105,15세,9,0,0,1652,2
7155,SF,3,3,153.2,169,15세,10,1,0,1752,2
7156,코미디,4,4,276.2,98,청불,2,0,1,619,0
7157,드라마,3,5,90.1,155,12세,3,0,0,333,0
7158,애니메이션,2,2,17.8,165,12세,3,0,0,468,0
7159,액션,3,1,17.3,91,15세,8,0,0,836,2
7160,호러,3,3,147.9,176,15세,12,0,0,1159,2
7161,애니메이션,4,4,23.3,155,15세,10,0,1,464,0
7162,호러,5,3,174.8,165,12세,7,0,1,2433,1
7163,드라마,4,5,50.1,111,전체관람가,10,0,0,556,0
7164,드라마,2,5,79.3,90,15세,2,0,1,1275,0
7165,로맨스,3,5,154.1,151,12세,2,0,0,2201,2
7166,스릴러,3,2,214.8,105,12세,9,0,0,405,0
7167,액션,1,1,264.2,119,12세,10,0,0,1259,3
7168,호러,5,5,96.7,140,15세,10,0,1,2196,1
7169,액션,1,4,68.5,153,12세,9,0,0,1274,1
7170,코미디,3,1,67.8,113,12세,1,0,1,210,1
7171,애니메이션,1,4,212.0,167,12세,8,0,0,1845,2
7172,SF,1,4,244.4,111,12세,11,0,0,1723,2
7173,호러,4,3,95.4,91,청불,2,0,1,1437,0
7174,호러,5,1,168.1,153,12세,3,0,0,889,0
7175,SF,1,2,89.5,152,12세,8,0,0,2393,3
7176,로맨스,2,4,298.9,147,전체관람가,7,0,1,1856,2
7177,호러,3,3,210.5,180,12세,8,0,1,1904,1
7178,스릴러,5,5,28.6,93,전체관람가,5,0,0,1684,0
7179,액션,5,5,20.3,98,청불,8,0,0,1294,0
7180,호러,2,5,164.4,179,15세,1,0,0,1955,1
7181,액션,3,3,139.3,110,12세,2,0,0,721,2
7182,로맨스,4,2,270.5,92,15세,4,1,0,707,1
7183,스릴러,2,2,93.9,126,전체관람가,9,0,1,996,0
7184,애니메이션,1,3,278.5,80,청불,10,0,0,1765,2
7185,액션,5,5,48.8,178,12세,6,0,1,1352,1
7186,드라마,2,5,273.6,141,12세,4,0,0,1586,1
7187,코미디,3,4,35.8,123,15세,2,1,0,1619,1
7188,애니메이션,4,1,114.7,167,15세,10,0,0,309,1
7189,애니메이션,4,5,288.5,86,전체관람가,2,0,0,658,1
7190,애니메이션,5,4,92.9,132,전체관람가,10,0,1,1045,0
7191,애니메이션,2,1,67.9,108,청불,2,0,1,1938,2
7192,SF,1,2,34.4,130,15세,5,0,0,2393,2
7193,코미디,4,1,11.0,125,12세,5,1,0,955,1
7194,코미디,3,1,194.2,123,15세,3,0,0,2098,2
7195,SF,2,3,201.9,101,전체관람가,10,0,0,386,0
7196,SF,2,1,288.7,157,15세,7,1,0,2294,3
7197,애니메이션,3,5,128.2,129,청불,11,0,0,1835,0
7198,SF,2,5,275.8,88,15세,10,0,0,1619,1
7199,SF,4,1,183.2,84,15세,1,0,1,1086,1
7200,애니메이션,2,3,67.3,174,12세,10,0,1,2095,1
7201,코미디,4,1,13.0,146,15세,3,0,1,1623,0
7202,로맨스,2,4,166.9,134,12세,8,0,0,1572,2
7203,코미디,1,1,250.6,158,15세,7,0,0,1745,3
7204,SF,3,2,158.3,172,15세,9,0,0,794,1
7205,코미디,2,3,77.0,151,12세,8,0,0,666,1
7206,호러,1,1,249.2,123,15세,4,0,1,986,0
7207,호러,4,5,6.0,104,15세,7,0,1,524,0
7208,스릴러,5,1,204.2,138,12세,1,0,1,788,1
7209,스릴러,1,4,37.2,107,15세,2,0,0,467,0
7210,SF,1,4,53.1,163,12세,6,1,0,711,1
7211,드라마,3,4,233.3,161,12세,7,0,0,1077,1
7212,스릴러,5,2,219.7,175,12세,12,0,0,903,1
7213,코미디,4,3,139.0,175,15세,4,0,0,1757,1
7214,로맨스,2,4,122.4,138,청불,2,0,0,2147,1
7215,액션,1,1,7.1,135,15세,8,0,0,1263,1
7216,드라마,5,1,20.5,109,청불,4,1,1,441,0
7217,SF,2,2,97.2,80,12세,2,0,0,1636,3
7218,애니메이션,5,1,162.0,101,15세,12,1,0,908,1
7219,스릴러,3,2,230.6,153,15세,5,0,0,1693,1
7220,SF,5,2,268.7,167,15세,6,1,0,1636,2
7221,SF,3,5,50.2,159,청불,3,0,1,1568,0
7222,애니메이션,1,3,222.3,129,12세,6,0,1,652,1
7223,애니메이션,3,3,114.1,136,12세,2,0,0,2086,3
7224,스릴러,4,1,265.3,140,전체관람가,10,0,0,1304,0
7225,호러,4,2,3.4,111,12세,11,0,1,1077,0
7226,로맨스,3,4,178.0,117,전체관람가,3,0,0,2101,1
7227,로맨스,2,4,267.3,107,15세,7,0,0,2279,2
7228,드라마,4,1,159.5,116,15세,3,1,1,1926,2
7229,호러,3,5,217.3,154,15세,10,0,0,1024,0
7230,애니메이션,1,2,125.2,180,15세,4,0,1,439,1
7231,애니메이션,3,5,299.5,152,전체관람가,9,1,0,1551,1
7232,드라마,1,1,54.9,85,15세,7,1,1,1533,2
7233,호러,2,1,139.4,95,15세,9,1,0,460,0
7234,드라마,4,1,206.0,89,12세,6,0,0,2350,2
7235,애니메이션,3,4,120.5,89,청불,12,1,1,125,0
7236,SF,5,2,28.6,135,12세,2,0,1,2123,2
7237,애니메이션,5,2,253.3,121,12세,6,0,0,361,0
7238,로맨스,2,2,214.4,126,15세,12,0,1,2272,3
7239,애니메이션,4,5,124.6,163,전체관람가,7,0,1,223,0
7240,호러,4,4,173.2,163,12세,5,0,1,1644,1
7241,드라마,5,1,228.5,105,12세,3,0,0,1384,1
7242,호러,4,5,12.6,126,12세,9,0,0,1973,0
7243,스릴러,1,2,48.0,144,15세,9,0,1,461,1
7244,호러,5,3,132.1,161,15세,7,0,0,1260,0
7245,애니메이션,4,1,254.5,147,12세,3,0,1,2473,3
7246,로맨스,5,2,84.9,132,전체관람가,6,0,0,1309,0
7247,SF,2,5,190.5,87,12세,2,0,1,508,1
7248,드라마,3,2,109.2,114,15세,5,0,1,2325,1
7249,SF,2,3,261.4,124,12세,8,0,1,1065,2
7250,스릴러,1,2,26.4,138,15세,12,1,0,2489,2
7251,로맨스,3,4,170.2,106,15세,3,0,0,766,0
7252,호러,5,3,128.9,173,청불,4,0,0,2312,0
7253,로맨스,2,2,54.2,109,12세,8,1,1,848,1
7254,스릴러,3,2,38.6,133,12세,9,1,0,103,1
7255,애니메이션,2,5,252.4,113,15세,11,0,0,278,1
7256,애니메이션,2,1,64.8,112,12세,2,0,1,1056,2
7257,스릴러,2,1,261.7,155,15세,4,1,0,1976,2
7258,로맨스,2,1,100.5,176,전체관람가,1,0,0,1017,0
7259,스릴러,2,2,77.0,120,12세,5,1,0,136,0
7260,스릴러,1,5,245.6,97,15세,3,0,0,1035,0
7261,호러,1,1,11.4,130,12세,9,0,0,1114,0
7262,SF,5,4,167.1,170,12세,5,1,1,1459,1
7263,호러,5,3,160.1,131,15세,11,0,0,497,0
7264,코미디,1,3,30.6,155,15세,4,1,1,1468,1
7265,드라마,1,3,220.3,121,15세,5,1,0,924,1
7266,액션,3,3,294.8,170,12세,2,0,0,2238,3
7267,호러,3,1,288.5,118,12세,8,0,0,1014,3
7268,액션,5,3,175.3,156,15세,2,0,0,1456,0
7269,코미디,1,3,39.4,102,15세,10,0,0,2050,2
7270,코미디,1,3,33.8,162,12세,1,0,0,199,0
7271,코미디,4,2,44.2,176,15세,12,0,1,2048,1
7272,스릴러,1,4,92.7,108,15세,10,0,1,547,0
7273,로맨스,2,2,186.6,141,12세,4,1,0,1519,1
7274,로맨스,3,3,202.5,123,15세,7,0,0,414,1
7275,애니메이션,5,4,165.8,148,전체관람가,2,0,0,1399,1
7276,호러,2,5,201.4,139,전체관람가,2,0,0,1331,2
7277,SF,4,5,42.4,138,청불,5,0,0,1814,0
7278,드라마,2,5,275.4,159,15세,1,0,1,2017,3
7279,애니메이션,3,1,168.4,115,15세,1,0,0,273,0
7280,코미디,1,3,263.0,137,청불,1,1,0,2311,2
7281,로맨스,3,1,144.1,102,15세,1,0,1,1658,1
7282,애니메이션,5,4,60.2,85,전체관람가,4,1,1,1449,1
7283,스릴러,2,2,285.7,84,12세,2,0,0,2286,3
7284,스릴러,1,5,288.5,138,12세,11,1,0,2339,2
7285,SF,2,5,256.7,155,전체관람가,6,0,1,2181,2
7286,호러,3,1,187.6,109,12세,11,1,0,151,1
7287,호러,5,4,270.9,163,12세,11,0,1,1761,1
7288,애니메이션,3,2,271.6,93,12세,2,1,1,142,1
7289,코미디,1,3,59.6,129,15세,9,0,0,859,1
7290,드라마,1,3,285.4,81,15세,6,0,1,1646,3
7291,로맨스,1,5,79.6,171,15세,1,0,0,2194,2
7292,로맨스,3,1,133.1,125,15세,12,0,1,295,0
7293,로맨스,1,2,233.6,85,15세,8,0,0,409,1
7294,SF,4,2,268.6,159,12세,3,0,0,2081,2
7295,액션,4,2,90.3,174,전체관람가,2,0,1,1300,1
7296,액션,3,3,92.4,120,15세,8,1,0,260,0
7297,액션,1,5,271.3,87,15세,6,0,1,2136,2
7298,액션,5,2,249.7,161,15세,4,0,0,551,0
7299,스릴러,2,2,279.0,172,15세,1,0,0,893,2
7300,코미디,2,1,49.1,168,청불,9,0,0,2343,2
7301,로맨스,2,3,170.3,159,15세,1,1,1,1743,2
7302,스릴러,4,3,248.6,167,12세,3,0,1,967,0
7303,호러,2,2,157.8,99,전체관람가,11,0,1,1973,3
7304,액션,3,1,242.5,154,12세,3,0,0,996,2
7305,액션,2,5,12.3,125,청불,5,0,0,1149,0
7306,호러,4,3,94.5,171,15세,6,0,0,960,0
7307,드라마,4,5,23.6,98,12세,10,0,1,1330,0
7308,로맨스,2,2,69.8,141,청불,8,0,0,2219,2
7309,액션,4,3,70.4,120,15세,1,0,1,2430,1
7310,액션,5,5,13.2,142,15세,5,0,0,1992,0
7311,애니메이션,2,5,7.9,87,전체관람가,2,0,0,514,0
7312,로맨스,2,2,43.3,121,15세,8,1,1,352,2
7313,코미디,3,5,210.4,137,12세,10,0,1,990,0
7314,호러,5,1,167.9,175,청불,12,0,1,1373,0
7315,로맨스,1,4,261.0,112,15세,2,0,1,1652,2
7316,액션,1,4,271.7,137,전체관람가,5,1,1,2303,3
7317,드라마,4,1,139.2,115,청불,10,0,0,2089,1
7318,코미디,3,1,152.3,125,12세,7,1,0,1448,2
7319,코미디,1,5,262.1,90,12세,6,0,1,1192,2
7320,액션,1,5,205.7,154,15세,10,1,0,960,2
7321,드라마,3,4,64.8,178,15세,9,1,1,1157,1
7322,로맨스,5,4,261.9,81,15세,2,0,1,1194,0
7323,호러,5,2,117.4,178,전체관람가,1,0,1,2186,2
7324,애니메이션,2,5,212.9,153,청불,3,0,0,764,0
7325,액션,1,3,160.2,96,15세,10,0,0,2107,3
7326,스릴러,4,2,198.2,106,15세,7,0,0,1758,3
7327,로맨스,3,3,13.9,137,12세,5,0,0,905,0
7328,액션,5,4,227.9,128,15세,10,1,0,579,0
7329,스릴러,3,4,126.3,110,12세,6,1,0,872,1
7330,애니메이션,3,3,22.3,106,15세,12,0,1,374,1
7331,SF,3,5,108.3,172,12세,2,0,0,2415,3
7332,액션,4,1,159.4,148,12세,8,0,1,667,2
7333,애니메이션,1,5,143.3,144,15세,11,0,1,684,2
7334,코미디,4,3,124.2,170,전체관람가,7,1,1,695,2
7335,SF,5,1,9.2,169,12세,7,0,1,146,0
7336,액션,1,3,37.3,110,15세,10,0,0,1159,1
7337,호러,4,4,295.1,164,전체관람가,12,0,1,2162,2
7338,애니메이션,2,4,64.3,123,15세,6,1,1,209,0
7339,호러,1,3,10.2,108,전체관람가,12,0,1,1972,1
7340,코미디,4,3,44.3,135,12세,6,0,1,855,0
7341,액션,2,5,252.1,152,전체관람가,8,0,0,1449,0
7342,액션,1,4,153.9,167,15세,4,0,1,110,0
7343,SF,2,5,180.2,163,12세,3,0,0,547,0
7344,스릴러,4,1,42.4,143,15세,12,0,1,1851,1
7345,애니메이션,1,3,176.4,104,12세,12,0,1,656,1
7346,스릴러,2,2,261.4,177,12세,11,0,1,1501,2
7347,호러,2,3,21.5,160,청불,4,0,1,2340,0
7348,호러,4,3,214.4,107,12세,1,1,1,1859,3
7349,애니메이션,3,5,146.6,132,청불,8,0,0,284,0
7350,호러,4,5,207.0,144,15세,6,0,0,1843,0
7351,로맨스,4,3,147.9,174,15세,6,0,0,1276,0
7352,호러,5,2,169.3,83,청불,10,0,0,1083,0
7353,호러,3,5,268.6,140,12세,9,0,1,1656,2
7354,애니메이션,3,1,130.7,176,12세,1,1,1,1973,3
7355,로맨스,1,1,20.1,115,12세,11,1,1,679,0
7356,로맨스,5,3,175.2,82,15세,8,0,1,255,0
7357,드라마,2,2,278.7,128,12세,10,0,1,247,1
7358,로맨스,2,5,292.4,177,전체관람가,2,0,1,1978,1
